nombre;codigo_local;provincia;distrito;centro_poblado;direccion;tipo_gestion
122 CORAZON DE JESUS;001957;Chiclayo;Lagunas;PUEBLO NUEVO DE LAGUNAS;CALLE LAGUNAS S/N;Pública
11561;001976;Chiclayo;Pomalca;EL COMBO;ALAMEDA PLAZUELA S/N;Pública
SONRISITAS SCHOOL;008082;Chiclayo;Monsefú;MONSEFU;CALLE DIEGO FERRE 685;Privada
DIVINO JESUS;008553;Chiclayo;Cayaltí;CAYALTI;CALLE BOLOGNESI S/N;Privada
PERUANO CHINO DIEZ DE OCTUBRE;023006;Chiclayo;Pimentel;LA GARITA;CARRETERA PIMENTEL KM 7;Privada
LIDER STAR;024058;Chiclayo;Chiclayo;CHICLAYO;CALLE JACARANDAS 401;Privada
CARL ROGERS;051909;Chiclayo;Chiclayo;CHICLAYO;CALLE LETICIA 613;Privada
CORAZONCITOS DE JESUS;052292;Chiclayo;Chiclayo;CAMPODONICO;NICOLAS DE AYLLON 320;Privada
CUBANO PERUANO;052881;Chiclayo;Chiclayo;CHICLAYO;CALLE ALFONSO UGARTE 1487;Privada
KINDER MAGISTER KIDS;055851;Chiclayo;Cayaltí;CAYALTI;JIRON PROGRESO 05;Privada
COLEGIOS Y ACADEMIAS MONTESSORI EIR;055889;Chiclayo;La Victoria;LA VICTORIA;CALLE VIRU 1070;Privada
MI GABY;056011;Chiclayo;Chiclayo;CHICLAYO;CALLE INDEPENDENCIA 219;Privada
MIS PININOS;056105;Chiclayo;Chiclayo;CHICLAYO;CALLE ALFONSO UGARTE 640;Privada
NUESTRA SEÑORA DE FATIMA;056110;Chiclayo;Monsefú;MONSEFU;CALLE FEDERICO CASTRO 366;Privada
G.M.V. COLLEGE;056266;Chiclayo;Chiclayo;CHICLAYO;AVENIDA PROLONGACION BOLOGNESI S/N;Privada
B 2;056327;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE CACIQUE COLLIQUE 394;Privada
SAN MIGUEL ARCANGEL;056332;Chiclayo;Picsi;PICSI;AVENIDA MIGUEL GRAU 500;Privada
SANTA ROSA DE LIMA;056351;Chiclayo;Chiclayo;CHICLAYO;CALLE SANTA ROSA 301;Privada
VIRGEN DE LA ASUNCION;056501;Chiclayo;Pomalca;POMALCA;AVENIDA BRASIL MZ 14 LOTE 13-34;Privada
YACHAYWASI;056558;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;JIRON AYACUCHO 1312;Privada
TRILCE CHICLAYO;057671;Chiclayo;Chiclayo;CHICLAYO;AVENIDA GRAU 1000;Privada
SANTO TORIBIO DE MOGROVEJO;072469;Chiclayo;Monsefú;MONSEFU;CALLE DIEGO FERRE 528;Privada
JUAN WESLEY;088246;Chiclayo;Tumán;TUMAN;AVENIDA 7 DE ENERO 210;Privada
LOS CIPRESES;088247;Chiclayo;Tumán;TUMAN;PJE. LOS CEREZOS 123;Privada
CARMELITAS;088249;Chiclayo;Tumán;TUMAN;CALLE 28 DE JULIO 211;Privada
026;088250;Chiclayo;Tumán;TUMAN;CALLE JOSE C MARIATEGUI 250;Pública
JUAN WESLEY;088251;Chiclayo;Tumán;TUMAN;AVENIDA 7 DE ENERO 210;Privada
SAN ANTONIO DE PADUA;088255;Chiclayo;Tumán;TUMAN;CALLE TACNA 653;Privada
MARIA AUXILIADORA;088256;Chiclayo;Tumán;TUMAN;AVENIDA FCO CABRERA 617;Privada
LEONCIO PRADO;088263;Chiclayo;Tumán;TUMAN;AVENIDA SAENZ PEÑA 978;Privada
SANTA TERESITA;088264;Chiclayo;Tumán;TUMAN;AYACUCHO 212;Privada
SANTA LUCIA;088265;Chiclayo;Tumán;TUMAN;CALLE RODRIGO DE TRIANA 360;Privada
LAS DIAMELAS;088268;Chiclayo;Tumán;TUMAN;CALLE LAS DIAMELAS 370;Privada
SANTA LUCIA;088269;Chiclayo;Tumán;TUMAN;CALLE RODRIGO DE TRIAMA 360;Privada
CORAZON DE JESUS;088270;Chiclayo;Tumán;TUMAN;AVENIDA BALTA 2380;Privada
MI MUNDO DE AMOR;088271;Chiclayo;Tumán;TUMAN;AVENIDA SAENZ PEÑA 2041;Privada
LATINO;088273;Chiclayo;Tumán;TUMAN;AVENIDA SAENZ PEÑA 2263;Privada
CORAZON DE MARIA;088280;Chiclayo;Tumán;TUMAN;CALLE MANUEL SEOANE 1000;Privada
MANANTIAL;088281;Chiclayo;Tumán;TUMAN;AVENIDA COLLA 1155;Privada
SAN ISIDRO;088282;Chiclayo;Tumán;TUMAN;MZ F LOTE 15;Privada
SAN SILVESTRE;088283;Chiclayo;Tumán;TUMAN;CALLE MANCO CAPAC 731;Privada
RAYITOS DE SOL;088284;Chiclayo;Tumán;TUMAN;AVENIDA BOLOGNESI 1163;Privada
HAPPY CHILDREN'S;088285;Chiclayo;Tumán;TUMAN;AVENIDA SAENZ PEÑA;Privada
LAS FRESITAS;088287;Chiclayo;Chiclayo;CHICLAYO;CALLE NAPO 012;Privada
CAMINITO;088288;Chiclayo;Tumán;TUMAN;AVENIDA SAENZ PEÑA 365;Privada
LATINO;088289;Chiclayo;Tumán;TUMAN;AVENIDA SAENZ PEÑA 2263;Privada
MARIA MONTESSORI;088290;Chiclayo;Tumán;TUMAN;AVENIDA LUIS GONZALES 130;Privada
LAS ARDILLITAS;088292;Chiclayo;Tumán;TUMAN;JIRON LOS LABRADORES 102;Privada
NUESTRA SEÑORA DE LAS MERCEDES;088293;Chiclayo;Tumán;TUMAN;MZ E LOTE 15;Privada
NUESTRA SEÑORA DE LAS MERCEDES;088294;Chiclayo;Tumán;TUMAN;MZ E LOTE 15;Privada
SAN SILVESTRE;088295;Chiclayo;Tumán;TUMAN;CALLE MANCO CAPAC 731;Privada
NUESTRA SEÑORA DE LA PAZ;088296;Chiclayo;Tumán;TUMAN;AVENIDA BALTA 658;Privada
LOS NIÑOS Y SU MUNDO;088311;Chiclayo;Tumán;TUMAN;NAPO 277;Privada
MI PEQUEÑO MUNDO;088312;Chiclayo;Tumán;TUMAN;LOS TUMBOS 290;Privada
DE JESUS;088313;Chiclayo;Tumán;TUMAN;7 DE ENERO 1436;Privada
ROSA DE AMERICA;088315;Chiclayo;Tumán;TUMAN;ELIAS AGUIRRE 933;Privada
FRANCISCO BOLOGNESI;088316;Chiclayo;Tumán;TUMAN;FRANCISCO BOLOGNESI 190;Privada
11021;088317;Chiclayo;Tumán;TUMAN;TARAPACA 331;Pública
10833;088318;Chiclayo;Tumán;TUMAN;PUEBLO JOVEN LOPEZ ALBUJA;Pública
TORIBIO RODRIGUEZ DE MENDOZA;088319;Chiclayo;Tumán;TUMAN;MZ 17 LT 6;Privada
NUESTRA SEÑORA DE GUADALUPE;088320;Chiclayo;Tumán;TUMAN;PAVAYACU 250;Privada
ROSA DE AMERICA;088321;Chiclayo;Tumán;TUMAN;HEROES CIVILES 127;Privada
SAN JUAN MACIA V;088322;Chiclayo;Tumán;TUMAN;ELIAS AGUIRRE 428;Privada
CHICLAYO;088329;Chiclayo;Tumán;TUMAN;MARIA IZAGA 737;Privada
ELIAS AGUIRRE;088330;Chiclayo;Tumán;TUMAN;7 ENERO 374;Privada
ROSA DE AMERICA;088331;Chiclayo;Tumán;TUMAN;FRANCISCO CABRERA 151;Pública
SAN ANTONIO;088448;Chiclayo;Tumán;TUMAN;FCO CABRERA 151;Privada
SAN MARTIN DE PORRES;088460;Chiclayo;Tumán;TUMAN;MANUEL BONILLA 498;Pública
JOSE GARCIA Y GARCIA;088461;Chiclayo;Tumán;TUMAN;DOS DE MAYO 018;Pública
AMAUTA;088464;Chiclayo;Tumán;TUMAN;CAMINO REAL;Privada
10013;088466;Chiclayo;Tumán;TUMAN;PICCI;Pública
11518;088467;Chiclayo;Tumán;TUMAN;LA ACEQUIA S/N;Privada
11163;088469;Chiclayo;Tumán;TUMAN;SAN JUAN DE DIP;Pública
SAN CAMILO;088473;Chiclayo;Tumán;TUMAN;HACIENDA TUMAN;Privada
CORAZON DE JESUS;088474;Chiclayo;Tumán;TUMAN;CAYALTE;Privada
MANUEL MESONES MURO;088475;Chiclayo;Tumán;TUMAN;INDEPENDENCIA 801;Privada
COJAL;088476;Chiclayo;Tumán;TUMAN;ANEXO CAYALTE;Pública
JOSE D. CHOQUEHUANCA;088477;Chiclayo;Tumán;TUMAN;LAMBAYEQUE 170;Privada
EL REDENTOR;088478;Chiclayo;Tumán;TUMAN;AVENIDA VENEZUELA 380;Privada
NICOLAS LA TORRE;088479;Chiclayo;Tumán;TUMAN;SAENZ PENA 1815;Pública
11077;088480;Chiclayo;Tumán;TUMAN;LAS MERCEDES;Pública
11585;088481;Chiclayo;Tumán;TUMAN;HACIENDA TUMAN;Pública
11005;088482;Chiclayo;Tumán;TUMAN;AVENIDA 7 DE ENERO 1034;Pública
148;088483;Chiclayo;Tumán;TUMAN;CARR. KM 9 A PIMENTEL;Pública
11219;088484;Chiclayo;Tumán;TUMAN;SANTA ROSA;Pública
11188;088485;Chiclayo;Tumán;TUMAN;HUACA RAJADA;Pública
ELVIRA GARCIA Y GARCIA;088486;Chiclayo;Tumán;TUMAN;AVENIDA JORGE CHAVEZ CDRA 10;Pública
SANTO TORIBIO DE MOGROVEJO;088487;Chiclayo;Tumán;TUMAN;COLON 624;Privada
SAN MIGUEL;088491;Chiclayo;Tumán;TUMAN;PICCI;Pública
DIEGO FERRE SOSA;088493;Chiclayo;Tumán;TUMAN;MARISCAL CASTILLA 895;Pública
11555;088496;Chiclayo;Tumán;TUMAN;CAPOTE;Privada
10053 JAVIER PEREZ DE CUELLAR;088498;Chiclayo;Tumán;TUMAN;TUPAC AMARU S/N PANAMERICANA SUR;Pública
TUMAN;088499;Chiclayo;Tumán;TUMAN;CALETA SANTA ROSA;Pública
BETHEL;088503;Chiclayo;Tumán;TUMAN;CALLE CONQUISTA 1036;Privada
DIVINO MAESTRO;088504;Chiclayo;Tumán;TUMAN;MANUEL SEOANE 308;Privada
CAHUIDE;088506;Chiclayo;Tumán;TUMAN;LOS ANDES 1640;Privada
SAN JUAN DE CHONGOYAPE;088507;Chiclayo;Tumán;TUMAN;ATAHUALPA 1465;Privada
11531;088510;Chiclayo;Tumán;TUMAN;TUPAC AMARU;Privada
CESAR VALLEJO;088511;Chiclayo;Tumán;TUMAN;PUPLAN;Privada
SAN JUAN BAUTISTA;088513;Chiclayo;Tumán;TUMAN;CALLE KLINGE 210;Privada
MIGUEL GRAU;088514;Chiclayo;Tumán;TUMAN;TARAPACA;Privada
JORGE BASADRE;088515;Chiclayo;Tumán;TUMAN;JUNIN;Pública
SANTA PATRICIA;088517;Chiclayo;Tumán;TUMAN;AVENIDA DECIA LA LIBERTAD 429-CAMBIO DE LOCAL;Privada
10055;088518;Chiclayo;Tumán;TUMAN;REAL 160 ISIDRO;Pública
MARIA REICHE NEUMAN;163474;Chiclayo;José Leonardo Ortiz;JOSE LEONARDO ORTIZ;CALLE ENRIQUE DE LA PIEDRA 110;Privada
SANTA ROSITA;173897;Chiclayo;Chiclayo;CHICLAYO;CALLE LEONCIO PRADO 1609;Privada
152 TESORITOS DE JESUS NAZARENO;220139;Chiclayo;Monsefú;CUSUPE;CARRETERA LARAN KM. 3;Pública
11523 LA INMACULADA;221134;Chiclayo;Pucalá;PUCALA;AVENIDA AUGUSTO B LEGUIA S/N;Pública
NUEVO RENACIMIENTO;269828;Chiclayo;José Leonardo Ortiz;LUJAN;JIRON FRANCIA 158;Privada
11004 SAN PEDRO;275438;Chiclayo;Chiclayo;CHICLAYO;MZ Z LOTE 13;Pública
003 LOS PASTORCITOS DE LA VIRGEN DE FATIMA;275443;Chiclayo;Chiclayo;CHICLAYO;CALLE FRANCISCO PIZARRO 499;Pública
004 ANGELITOS DE MARIA;275457;Chiclayo;Chiclayo;CHICLAYO;AVENIDA VICTOR RAUL HAYA DE LA TORRE 269;Pública
010 CAPULLITO DE AMOR;275462;Chiclayo;Chiclayo;CHICLAYO;CALLE LAS MARGARITAS 1ERA CUADRA S/N;Pública
158 MI JARDIN MARAVILLOSO;275476;Chiclayo;Chiclayo;CHICLAYO;UNIVERSIDAD CAYETANO HEREDIA S/N;Pública
016 LOS PASTORCITOS DE NUESTRA SEÑORA DE GUADALUPE;275481;Chiclayo;Chiclayo;CHICLAYO;AVENIDA CAJAMARCA CUADRA 4 S/N;Pública
10021 SAN JOSE;275495;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ELVIRA GARCIA Y GARCIA 167;Pública
059 VIRGEN DE LOURDES;275508;Chiclayo;Chiclayo;CHICLAYO;CALLE ESQUINA ARICA Y CUGLIEVAN S/N;Pública
028 TERESA DE LISIEUX;275513;Chiclayo;Chiclayo;CHICLAYO;CALLE PRECURSOR MIRANDA 300;Pública
022 COSOMITO;275527;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS ZAFIROS 216;Pública
10023;275532;Chiclayo;Chiclayo;CHICLAYO;AVENIDA FRANCISCO CABRERA 1486;Pública
033 AMIGOS DE JESUS;275546;Chiclayo;Chiclayo;CHICLAYO;CALLE LA FE 100;Pública
031 ANGELITOS DEL CIELO;275551;Chiclayo;Chiclayo;CHICLAYO;CALLE PJE EL MOLINO 165;Pública
037;275565;Chiclayo;Chiclayo;CHICLAYO;CALLE BERNABE COBO S/N;Pública
044 CAPULLITOS DE ROSA;275570;Chiclayo;Chiclayo;CHICLAYO;CALLE GIRASOLES Y 30 DE AGOSTO S/N;Pública
036 MARIA DEL CIELO;275589;Chiclayo;Chiclayo;CHICLAYO;PASAJE IDEAL CUADRA 2 S/N;Pública
038 LOS NIÑOS DEL SEÑOR DE LOS MILAGROS;275594;Chiclayo;Chiclayo;CHICLAYO;AVENIDA PEDRO RUIZ 1559;Pública
047 CAPULLITOS DE MARIA;275607;Chiclayo;Chiclayo;CHICLAYO;CALLE PAGINAS LIBRES S/N;Pública
048 SEMILLLITAS DE JESUS;275612;Chiclayo;Chiclayo;CHICLAYO;AVENIDA RAYMONDI 791;Pública
049 VIRGEN DE LA MEDALLA MILAGROSA;275626;Chiclayo;Chiclayo;CHICLAYO;CALLE RACARRUMI S/N;Pública
002 MARAVILLAS DE JESUS;275631;Chiclayo;Chiclayo;CHICLAYO;CALLE SILVA SALGADO S/N;Pública
120 NIÑOS DE JESUS;275645;Chiclayo;Chiclayo;CHICLAYO;SAN FELIPE MZ F LOTE 11;Pública
119 FELIPE ALVA Y ALVA;275650;Chiclayo;Chiclayo;CHICLAYO;COMPLEJO HABITA A B LEGUIA;Pública
121 NUESTRA SEÑORA DEL PILAR;275669;Chiclayo;Chiclayo;CHICLAYO;CALLE MIRALOVERDE S/N;Pública
11007 FUSIONADO CON OTRO C.E.;275674;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ELVIRA GARCIA Y GARCIA 755;Pública
11223 FELIX TELLO ROJAS;275688;Chiclayo;Chiclayo;CHICLAYO;CALLE BENITO VASQUEZ - LA PRIMAVERA S/N;Pública
011 JUAN UGAZ;275693;Chiclayo;Chiclayo;CHICLAYO;CALLE 7 DE ENERO;Pública
10002;275706;Chiclayo;Chiclayo;CHICLAYO;AVENIDA NACIONALISMO 562;Pública
10003;275711;Chiclayo;Chiclayo;CHICLAYO;JIRON ARICA 1790;Pública
10022 MIGUEL MURO ZAPATA;275725;Chiclayo;Chiclayo;CHICLAYO;AVENIDA GARCILAZO LA VEGA CUADRA 8 S/N;Pública
10024 NUESTRA SEÑORA DE FATIMA;275730;Chiclayo;Chiclayo;CHICLAYO;CALLE JOSE CARLOS MARIATEGUI 250;Pública
10026 SAN MARTIN DE PORRES;275749;Chiclayo;Chiclayo;CHICLAYO;AVENIDA SANTA VICTORIA 199;Pública
10040 SANTIAGO CASSINELLI CHIAPPE;275754;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ANGAMOS S/N;Pública
10042 MONSEÑOR JUAN TOMIS STACK;275768;Chiclayo;Chiclayo;CHICLAYO;CALLE TUNGASUCA S/N;Pública
10223;275773;Chiclayo;Chiclayo;CHICLAYO;CALLE INSURRECCION 300;Pública
11001 LEONCIO PRADO;275787;Chiclayo;Chiclayo;CHICLAYO;CALLE LEONCIO PRADO 1554;Pública
11006 RAMON ESPINOZA SIERRA;275792;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ARICA 371;Pública
11014 INMACULADA CONCEPCION;275829;Chiclayo;Chiclayo;CHICLAYO;CALLE RACARRUMI 399;Pública
11015 COMANDANTE ELIAS AGUIRRE;275834;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BALTA 862;Pública
11016 JUAN MEJIA BACA;275848;Chiclayo;Chiclayo;CHICLAYO;JIRON TUMBES 247;Pública
11017 NICOLAS LA TORRE GARCIA;275853;Chiclayo;Chiclayo;CHICLAYO;AVENIDA FRANCISCO VILLARREAL 150;Pública
11019 SEÑOR DE LA DIVINA MISERICORDIA;275867;Chiclayo;Chiclayo;CHICLAYO;JIRON 7 DE ENERO 085;Pública
11020 SAN JUDAS TADEO;275872;Chiclayo;Chiclayo;CHICLAYO;AVENIDA 28 DE JULIO 660;Pública
11023 ABRAHAM VALDELOMAR;275886;Chiclayo;Chiclayo;CHICLAYO;AVENIDA SALAVERRY 241;Pública
11024 JOSE QUIÑONES GONZALES;275891;Chiclayo;Chiclayo;CHICLAYO;CALLE IQUITOS MZ 13 LOTE 01;Pública
10828;275909;Chiclayo;Chiclayo;CHICLAYO;AVENIDA MANUEL ARTEAGA 351;Pública
10824;275914;Chiclayo;Chiclayo;CHICLAYO;JIRON MARAÑON S/N;Pública
11003 KARL WEISS;275928;Chiclayo;Chiclayo;CHICLAYO;AVENIDA MARISCAL NIETO 520;Pública
10030;275933;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ELVIRA GARCIA Y GARCIA 1081;Pública
AUGUSTO SALAZAR BONDY;275947;Chiclayo;Chiclayo;CHICLAYO;CALLE OASIS S/N;Pública
10925 CESAR VALLEJO;275952;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS ARRIEROS S/N;Pública
11054 ANTONIO JOSE DE SUCRE;275966;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS GIRASOLES S/N;Pública
11051 MARIA REICHE;275971;Chiclayo;Chiclayo;CHICLAYO;CALLE COSMOS 148;Pública
11117 JOSE FAUSTINO SANCHEZ CARRION;275985;Chiclayo;Chiclayo;CHICLAYO;CALLE A POMALCA KM 8 MZ K LOTE 8;Pública
10156;275990;Chiclayo;Chiclayo;CHICLAYO;AVENIDA PRLG ARICA 2645;Pública
11124 NUESTRA SEÑORA DE LA PAZ;276008;Chiclayo;Chiclayo;CHICLAYO;CALLE SOR ANA DE LOS ANGELES S/N;Pública
11151 MONSEÑOR AUGUSTO VARGAS ALZAMORA;276013;Chiclayo;Chiclayo;CHICLAYO;CALLE SINAI S/N;Pública
11205;276027;Chiclayo;Chiclayo;CHICLAYO;AVENIDA EL PROGRESO MZ N LOTE 1;Pública
ROSA FLORES DE OLIVA;276032;Chiclayo;Chiclayo;CHICLAYO;AVENIDA PASEO DEL DEPORTE 333;Pública
PEDRO ABEL LABARTHE DURAND;276046;Chiclayo;Chiclayo;CHICLAYO;CALLE COLON 259;Pública
ELVIRA GARCIA Y GARCIA;276051;Chiclayo;Chiclayo;CHICLAYO;AVENIDA JORGE CHAVEZ 1004;Pública
NUESTRA SEÑORA DEL ROSARIO;276094;Chiclayo;Chiclayo;CHICLAYO;CALLE MANUEL GUTIRREZ CANDIA 320;Pública
SANTA MAGDALENA SOFIA;276107;Chiclayo;Chiclayo;CHICLAYO;AVENIDA SALAVERRY 306;Pública
FEDERICO VILLARREAL;276112;Chiclayo;Chiclayo;CHICLAYO;AVENIDA 7 DE ENERO 1760;Pública
10825 JUAN XXIII;276145;Chiclayo;Chiclayo;CHICLAYO;CALLE EL INGENIERO MZ N LOTE 8;Pública
183 LOS PASTORCITOS DE FATIMA;276150;Chiclayo;Chiclayo;CHICLAYO;CALLE LUIS HEYSEN S/N;Pública
015 SANTA MARIA DE LOS NIÑOS;276169;Chiclayo;Chiclayo;CHICLAYO;CALLE HUALLAGA S/N;Pública
MANUEL PARDO;276188;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LUIS GONZALES 1415;Privada
BEATA IMELDA;276193;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LEONCIO PRADO 885;Privada
SANTA MONICA KIDS'' S.R.L.;276206;Chiclayo;Chiclayo;CHICLAYO;AVENIDA SESQUICENTENARIO 785;Privada
SANTA ANGELA;276211;Chiclayo;Chiclayo;CHICLAYO;AVENIDA MIGUEL GRAU 1290;Privada
SANTA MARIA REINA;276225;Chiclayo;Chiclayo;CHICLAYO;AVENIDA MIGUEL GRAU 1132;Privada
ELVIRA BULNES TORRES;276230;Chiclayo;Chiclayo;CHICLAYO;AVENIDA TORRES PAZ 739;Privada
GEU INTERNACIONAL;276249;Chiclayo;Chiclayo;CHICLAYO;PASAJE LA PUNTILLA 263;Privada
SOLARIS - ILUMINANDO MENTES Y FORJANDO FUTUROS;276254;Chiclayo;Chiclayo;CHICLAYO;CALLE JUAN MANUEL ITURREGUI 340;Privada
LOS PARQUES;276268;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS GLADIOLOS 382;Privada
JESUS DE MARIA;276273;Chiclayo;Chiclayo;CHICLAYO;CALLE FCO GARCIA CALDERON 277;Privada
LOS ANGELES;276287;Chiclayo;Chiclayo;CHICLAYO;CALLE BARCELONA 116;Privada
CAPITAN FAP RENAN ELIAS OLIVERA;276292;Chiclayo;Chiclayo;CHICLAYO;CARRETERA A POMALCA KM. 1;Pública
JESUALDO;276305;Chiclayo;Pimentel;PIMENTEL;CALLE PIMENTEL KM 5;Privada
SABER;276329;Chiclayo;Chiclayo;CHICLAYO;AVENIDA 7 DE ENERO 121;Privada
LOS PINOS;276334;Chiclayo;Chiclayo;CHICLAYO;CALLE 7 DE ENERO 1437;Privada
FE Y ALEGRIA 28;276348;Chiclayo;Chiclayo;CHICLAYO;CALLE HUAMAN POMA 560;Pública
VIRGEN DEL PILAR;276353;Chiclayo;Chiclayo;SANTA VICTORIA;CALLE JUAN CUGLIEVAN 936-940;Privada
SAN MICAEL;276367;Chiclayo;Chiclayo;CRUZ DE LA ESPERANZA;DEL PROGRESO 173;Privada
HAMSEL Y GRETHEL;276372;Chiclayo;Chiclayo;CHICLAYO;CHICLAYO;Privada
ROSA MARIA CHECA;276391;Chiclayo;Chiclayo;CHICLAYO;CALLE JUAN TOMIS STACK 170;Privada
LAS ESTRELLITAS;276409;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS LAURELES 350;Privada
LA BUENA SEMILLA;276414;Chiclayo;Chiclayo;CHICLAYO;AVENIDA JORGE CHAVEZ 895;Privada
MINERVA;276428;Chiclayo;Chiclayo;EL PARAISO;EL OLIMPO 162;Privada
VIRGEN DEL CARMEN;276433;Chiclayo;Chiclayo;CHICLAYO;CALLE ARMANDO ALVA DIAZ 380;Privada
CICLITO;276447;Chiclayo;Chiclayo;CHICLAYO;CALLE SAN JOSE S/N;Privada
JESUS DEL GRAN PODER;276466;Chiclayo;Chiclayo;CHICLAYO;CALLE SANTO DOMINGO 164;Privada
LOS ANGELITOS;276471;Chiclayo;Chiclayo;CHICLAYO;CALLE CIRO ALEGRIA 206;Privada
MARIA DE FATIMA;276485;Chiclayo;Chiclayo;CHICLAYO;CALLE TUPAC AMARU 234;Privada
SAN ANDRES;276490;Chiclayo;Chiclayo;SAN JUAN;AVENIDA ORIENTE 256;Privada
JOSE QUIÑONES GONZALES;276503;Chiclayo;Chiclayo;CHICLAYO;PASAJE LOS CACTOS 165;Privada
CORAZON DE JESUS DE CAMPODONICO;276522;Chiclayo;Chiclayo;CHICLAYO;CALLE TARAPACA 310;Privada
VICTORIA BARCIA BONIFATTI;276536;Chiclayo;Chiclayo;SANTA VICTORIA;PARQUE CESAR VALLEJO - ESPALDA LOS JACARANDAS 350;Privada
EMANUEL;276541;Chiclayo;Santa Rosa;SANTA ROSA;JIRON LAMBAYEQUE 129;Privada
SAN FELIPE;276560;Chiclayo;Chiclayo;SAN FELIPE;MZ B LOTE 15;Privada
MI JESUS;276584;Chiclayo;Chiclayo;FEDERICO VILLARREAL;PASAJE LA PUNTILLA 150;Privada
SAN VALENTIN;276598;Chiclayo;Chiclayo;CHICLAYO;AVENIDA BERNARDO ALCEDO 298;Privada
INDEPENDENCIA;276602;Chiclayo;Chiclayo;CHICLAYO;AVENIDA GARCILAZO DE LA VEGA 571;Privada
EL BOSQUE;276616;Chiclayo;Chiclayo;CHICLAYO;CALLE LAS MAGNOLIAS 539;Privada
MARIA DE LOS SANTOS;276621;Chiclayo;Chiclayo;CHICLAYO;PASAJE SANTA INES 567;Privada
INMACULADO CORAZON DE MARIA;276635;Chiclayo;Chiclayo;CAMPODONICO;AVENIDA GRAU 580;Privada
MI CORAZON ES TUYO;276640;Chiclayo;Pimentel;PIMENTEL;AVENIDA LA PLATA MZ F LOTE 12;Privada
MI PEQUEÑO MUNDO DE FANTASIA;276659;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LUIS ORBEGOZO 216;Privada
LOS ARCANGELES;276664;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LEONCIO PRADO 1099;Privada
SAN FRANCISCO DE ASIS;276678;Chiclayo;Chiclayo;CHICLAYO;CALLE TINAJONES 459;Privada
MONSERRAT KIDS BAMBINI;276683;Chiclayo;Chiclayo;CHICLAYO;CALLE LAS MAGNOLIAS 384;Privada
COUSINET;276697;Chiclayo;Chiclayo;CHICLAYO;JIRON RENTERIA 595;Privada
NUBE AZUL;276701;Chiclayo;Chiclayo;CHICLAYO;HUALLAGA S/N;Privada
MI CASITA;276715;Chiclayo;Chiclayo;CHICLAYO;CALLE TINAJONES 398;Privada
PRIMAVERA;276720;Chiclayo;Chiclayo;CHICLAYO;CALLE VICTOR FONSECA 196;Privada
CARITAS FELICES;276744;Chiclayo;Chiclayo;CHICLAYO;CALLE LA FLORIDA 684;Privada
EL NAZARENO;276758;Chiclayo;Chiclayo;CHICLAYO;AVENIDA LUIS GONZALES 1094;Privada
RESIDENCIAL DIEGO FERRE;276763;Chiclayo;Chiclayo;CHICLAYO;JIRON MANUEL CONDE 125;Privada
MI DULCE AMANECER;276777;Chiclayo;Chiclayo;CHICLAYO;CALLE TROMPETEROS 391;Privada
ROSITA DE JESUS;276782;Chiclayo;Chiclayo;CHICLAYO;CALLE JUAN RAMOS MENDOZA 275;Privada
EBENEZER;276819;Chiclayo;Chiclayo;CHICLAYO;AVENIDA QUIÑONES 566;Privada
SANTA CLARA;276824A;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ZARUMILLA 171;Privada
SANTA LUCIA SCHOOL;276824B;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ZARUMILLA 171;Privada
SAN FRANCISCO;276838;Chiclayo;Chiclayo;CHICLAYO;CALLE PEDRO CIEZA DE LEON 700;Privada
LOS CARIÑOSITOS;276843;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ARICA 2151;Privada
QUERUBIN;276857;Chiclayo;Chiclayo;CHICLAYO;AVENIDA VICENTE DE LA VEGA 1165;Privada
JESUS DIVINO MAESTRO;276862;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS NARANJOS 110;Privada
SANTA TERESA DE JESUS;276876;Chiclayo;Chiclayo;CHICLAYO;CALLE LOS PRECURSORES 180;Privada
MARIA DE LOS ANGELES THALES;276881;Chiclayo;Chiclayo;CHICLAYO;CALLE JUAN CUGLIEVAN 936;Privada
CHIQUILLADAS;276895;Chiclayo;Chiclayo;CHICLAYO;CALLE IMELDA LOPEZ 278;Privada
CONSUELO DE JESUS;276904;Chiclayo;Chiclayo;CHICLAYO;AVENIDA ANGAMOS - URB SAN LUIZ 1180;Privada
